Series_reference,Period,Data_value
BDCQ.SEA1FS,2018.03,106197
BDCQ.SEA1FS,2018.06,105501
BDCQ.SEA1FS,2018.09,106618
BDCQ.SEA1FS,2018.12,107039
BDCQ.SEA1FS,2019.03,106473
BDCQ.SEA1FS,2019.06,107145
BDCQ.SEA1FS,2019.09,106836
BDCQ.SEA1FS,2019.12,107425
BDCQ.SEA1FS,2020.03,107570
BDCQ.SEA1FS,2020.06,106201
BDCQ.SEA1FS,2020.09,104878
BDCQ.SEA1FS,2020.12,104026
BDCQ.SEA1FS,2021.03,104973
BDCQ.SEA1FS,2021.06,105298
BDCQ.SEA1FT,2011.06,
BDCQ.SEA1FT,2011.09,
BDCQ.SEA1FT,2011.12,
BDCQ.SEA1FT,2012.03,
BDCQ.SEA1FT,2012.06,
BDCQ.SEA1FT,2012.09,
BDCQ.SEA1FT,2012.12,
BDCQ.SEA1FT,2013.03,
BDCQ.SEA1FT,2013.06,
BDCQ.SEA1FT,2013.09,
BDCQ.SEA1FT,2013.12,
BDCQ.SEA1FT,2014.03,
BDCQ.SEA1FT,2014.06,
BDCQ.SEA1FT,2014.09,
BDCQ.SEA1FT,2014.12,
BDCQ.SEA1FT,2015.03,
BDCQ.SEA1FT,2015.06,
BDCQ.SEA1FT,2015.09,
BDCQ.SEA1FT,2015.12,
BDCQ.SEA1FT,2016.03,
BDCQ.SEA1FT,2016.06,
BDCQ.SEA1FT,2016.09,
BDCQ.SEA1FT,2016.12,
BDCQ.SEA1FT,2017.03,
BDCQ.SEA1FT,2017.06,
BDCQ.SEA1FT,2017.09,
BDCQ.SEA1FT,2017.12,
BDCQ.SEA1FT,2018.03,
BDCQ.SEA1FT,2018.06,
BDCQ.SEA1FT,2018.09,
BDCQ.SEA1FT,2018.12,
BDCQ.SEA1FT,2019.03,
BDCQ.SEA1FT,2019.06,
BDCQ.SEA1FT,2019.09,
BDCQ.SEA1FT,2019.12,
BDCQ.SEA1FT,2020.03,
BDCQ.SEA1FT,2020.06,
BDCQ.SEA1FT,2020.09,
BDCQ.SEA1FT,2020.12,
BDCQ.SEA1FT,2021.03,
BDCQ.SEA1FT,2021.06,
BDCQ.SEA1GA,2011.06,173404
BDCQ.SEA1GA,2011.09,174660
BDCQ.SEA1GA,2011.12,179502
BDCQ.SEA1GA,2012.03,179680
BDCQ.SEA1GA,2012.06,177608
BDCQ.SEA1GA,2012.09,176170
BDCQ.SEA1GA,2012.12,181541
BDCQ.SEA1GA,2013.03,180982
BDCQ.SEA1GA,2013.06,178814
BDCQ.SEA1GA,2013.09,175946
BDCQ.SEA1GA,2013.12,183650
BDCQ.SEA1GA,2014.03,182034
BDCQ.SEA1GA,2014.06,179779
BDCQ.SEA1GA,2014.09,179050
BDCQ.SEA1GA,2014.12,185361
BDCQ.SEA1GA,2015.03,186086
BDCQ.SEA1GA,2015.06,183864
BDCQ.SEA1GA,2015.09,183327
BDCQ.SEA1GA,2015.12,189862
BDCQ.SEA1GA,2016.03,191045
BDCQ.SEA1GA,2016.06,189350
BDCQ.SEA1GA,2016.09,189032
BDCQ.SEA1GA,2016.12,196202
BDCQ.SEA1GA,2017.03,196952
BDCQ.SEA1GA,2017.06,194595
BDCQ.SEA1GA,2017.09,193926
BDCQ.SEA1GA,2017.12,200403
BDCQ.SEA1GA,2018.03,198648
BDCQ.SEA1GA,2018.06,196372
BDCQ.SEA1GA,2018.09,194468
BDCQ.SEA1GA,2018.12,202633
BDCQ.SEA1GA,2019.03,199795
BDCQ.SEA1GA,2019.06,197763
BDCQ.SEA1GA,2019.09,197753
BDCQ.SEA1GA,2019.12,206752
BDCQ.SEA1GA,2020.03,203022
BDCQ.SEA1GA,2020.06,200669
BDCQ.SEA1GA,2020.09,197326
BDCQ.SEA1GA,2020.12,202270
BDCQ.SEA1GA,2021.03,199649
BDCQ.SEA1GA,2021.06,197976
BDCQ.SEA1GS,2011.06,174580
BDCQ.SEA1GS,2011.09,177338
BDCQ.SEA1GS,2011.12,177246
BDCQ.SEA1GS,2012.03,178054
BDCQ.SEA1GS,2012.06,178814
BDCQ.SEA1GS,2012.09,178882
BDCQ.SEA1GS,2012.12,179266
BDCQ.SEA1GS,2013.03,179318
BDCQ.SEA1GS,2013.06,180010
BDCQ.SEA1GS,2013.09,178723
BDCQ.SEA1GS,2013.12,181313
BDCQ.SEA1GS,2014.03,180329
BDCQ.SEA1GS,2014.06,181004
BDCQ.SEA1GS,2014.09,181933
BDCQ.SEA1GS,2014.12,182922
BDCQ.SEA1GS,2015.03,184349
BDCQ.SEA1GS,2015.06,185155
BDCQ.SEA1GS,2015.09,186344
BDCQ.SEA1GS,2015.12,187195
BDCQ.SEA1GS,2016.03,189326
BDCQ.SEA1GS,2016.06,190783
BDCQ.SEA1GS,2016.09,192156
BDCQ.SEA1GS,2016.12,193190
BDCQ.SEA1GS,2017.03,195362
BDCQ.SEA1GS,2017.06,196146
BDCQ.SEA1GS,2017.09,197161
BDCQ.SEA1GS,2017.12,196965
BDCQ.SEA1GS,2018.03,197338
BDCQ.SEA1GS,2018.06,197991
BDCQ.SEA1GS,2018.09,197734
BDCQ.SEA1GS,2018.12,198751
BDCQ.SEA1GS,2019.03,198854
BDCQ.SEA1GS,2019.06,199385
BDCQ.SEA1GS,2019.09,201103
BDCQ.SEA1GS,2019.12,202432
BDCQ.SEA1GS,2020.03,202402
BDCQ.SEA1GS,2020.06,202304
BDCQ.SEA1GS,2020.09,200662
BDCQ.SEA1GS,2020.12,197820
BDCQ.SEA1GS,2021.03,199271
BDCQ.SEA1GS,2021.06,199561
BDCQ.SEA1GT,2011.06,
BDCQ.SEA1GT,2011.09,
BDCQ.SEA1GT,2011.12,
BDCQ.SEA1GT,2012.03,
BDCQ.SEA1GT,2012.06,
BDCQ.SEA1GT,2012.09,
BDCQ.SEA1GT,2012.12,
BDCQ.SEA1GT,2013.03,
BDCQ.SEA1GT,2013.06,
BDCQ.SEA1GT,2013.09,
BDCQ.SEA1GT,2013.12,
BDCQ.SEA1GT,2014.03,
BDCQ.SEA1GT,2014.06,
BDCQ.SEA1GT,2014.09,
BDCQ.SEA1GT,2014.12,
BDCQ.SEA1GT,2015.03,
BDCQ.SEA1GT,2015.06,
BDCQ.SEA1GT,2015.09,
BDCQ.SEA1GT,2015.12,
BDCQ.SEA1GT,2016.03,
BDCQ.SEA1GT,2016.06,
BDCQ.SEA1GT,2016.09,
BDCQ.SEA1GT,2016.12,
BDCQ.SEA1GT,2017.03,
BDCQ.SEA1GT,2017.06,
BDCQ.SEA1GT,2017.09,
BDCQ.SEA1GT,2017.12,
BDCQ.SEA1GT,2018.03,
BDCQ.SEA1GT,2018.06,
BDCQ.SEA1GT,2018.09,
BDCQ.SEA1GT,2018.12,
BDCQ.SEA1GT,2019.03,
BDCQ.SEA1GT,2019.06,
BDCQ.SEA1GT,2019.09,
BDCQ.SEA1GT,2019.12,
BDCQ.SEA1GT,2020.03,
BDCQ.SEA1GT,2020.06,
BDCQ.SEA1GT,2020.09,
BDCQ.SEA1GT,2020.12,
BDCQ.SEA1GT,2021.03,
BDCQ.SEA1GT,2021.06,
BDCQ.SEA1HA,2011.06,103801
BDCQ.SEA1HA,2011.09,107456
BDCQ.SEA1HA,2011.12,110973
BDCQ.SEA1HA,2012.03,110305
BDCQ.SEA1HA,2012.06,107976
BDCQ.SEA1HA,2012.09,107651
BDCQ.SEA1HA,2012.12,111647
BDCQ.SEA1HA,2013.03,112218
BDCQ.SEA1HA,2013.06,111183
BDCQ.SEA1HA,2013.09,110574
BDCQ.SEA1HA,2013.12,115148
BDCQ.SEA1HA,2014.03,116013
BDCQ.SEA1HA,2014.06,113997
BDCQ.SEA1HA,2014.09,113381
BDCQ.SEA1HA,2014.12,119580
BDCQ.SEA1HA,2015.03,120452
BDCQ.SEA1HA,2015.06,120660
BDCQ.SEA1HA,2015.09,119106
BDCQ.SEA1HA,2015.12,124802
BDCQ.SEA1HA,2016.03,127872
BDCQ.SEA1HA,2016.06,127744
BDCQ.SEA1HA,2016.09,128360
BDCQ.SEA1HA,2016.12,134631
BDCQ.SEA1HA,2017.03,137104
BDCQ.SEA1HA,2017.06,136444
BDCQ.SEA1HA,2017.09,134081
BDCQ.SEA1HA,2017.12,139394
BDCQ.SEA1HA,2018.03,140352
BDCQ.SEA1HA,2018.06,139249
BDCQ.SEA1HA,2018.09,135443
BDCQ.SEA1HA,2018.12,142465
BDCQ.SEA1HA,2019.03,144366
BDCQ.SEA1HA,2019.06,142506
BDCQ.SEA1HA,2019.09,140421
BDCQ.SEA1HA,2019.12,147093
BDCQ.SEA1HA,2020.03,145422
BDCQ.SEA1HA,2020.06,140969
BDCQ.SEA1HA,2020.09,137395
BDCQ.SEA1HA,2020.12,136840
BDCQ.SEA1HA,2021.03,137536
BDCQ.SEA1HA,2021.06,138148
BDCQ.SEA1HS,2011.06,104770
BDCQ.SEA1HS,2011.09,109550
BDCQ.SEA1HS,2011.12,109290
BDCQ.SEA1HS,2012.03,108934
BDCQ.SEA1HS,2012.06,108899
BDCQ.SEA1HS,2012.09,109792
BDCQ.SEA1HS,2012.12,109994
BDCQ.SEA1HS,2013.03,110820
BDCQ.SEA1HS,2013.06,112008
BDCQ.SEA1HS,2013.09,112842
BDCQ.SEA1HS,2013.12,113547
BDCQ.SEA1HS,2014.03,114539
BDCQ.SEA1HS,2014.06,114656
BDCQ.SEA1HS,2014.09,115811
BDCQ.SEA1HS,2014.12,118057
BDCQ.SEA1HS,2015.03,118858
BDCQ.SEA1HS,2015.06,121159
BDCQ.SEA1HS,2015.09,121805
BDCQ.SEA1HS,2015.12,123303
BDCQ.SEA1HS,2016.03,126148
BDCQ.SEA1HS,2016.06,128082
BDCQ.SEA1HS,2016.09,131430
BDCQ.SEA1HS,2016.12,133025
BDCQ.SEA1HS,2017.03,135265
BDCQ.SEA1HS,2017.06,136692
BDCQ.SEA1HS,2017.09,137384
BDCQ.SEA1HS,2017.12,137654
BDCQ.SEA1HS,2018.03,138608
BDCQ.SEA1HS,2018.06,139390
BDCQ.SEA1HS,2018.09,138820
BDCQ.SEA1HS,2018.12,140550
BDCQ.SEA1HS,2019.03,142818
BDCQ.SEA1HS,2019.06,142521
BDCQ.SEA1HS,2019.09,143946
BDCQ.SEA1HS,2019.12,144943
BDCQ.SEA1HS,2020.03,144149
BDCQ.SEA1HS,2020.06,140864
BDCQ.SEA1HS,2020.09,140833
BDCQ.SEA1HS,2020.12,134718
BDCQ.SEA1HS,2021.03,136554
BDCQ.SEA1HS,2021.06,137964
BDCQ.SEA1HT,2011.06,
BDCQ.SEA1HT,2011.09,
BDCQ.SEA1HT,2011.12,
BDCQ.SEA1HT,2012.03,
BDCQ.SEA1HT,2012.06,
BDCQ.SEA1HT,2012.09,
BDCQ.SEA1HT,2012.12,
BDCQ.SEA1HT,2013.03,
BDCQ.SEA1HT,2013.06,
BDCQ.SEA1HT,2013.09,
BDCQ.SEA1HT,2013.12,
BDCQ.SEA1HT,2014.03,
BDCQ.SEA1HT,2014.06,
BDCQ.SEA1HT,2014.09,
BDCQ.SEA1HT,2014.12,
BDCQ.SEA1HT,2015.03,
BDCQ.SEA1HT,2015.06,
BDCQ.SEA1HT,2015.09,
BDCQ.SEA1HT,2015.12,
BDCQ.SEA1HT,2016.03,
BDCQ.SEA1HT,2016.06,
BDCQ.SEA1HT,2016.09,
BDCQ.SEA1HT,2016.12,
BDCQ.SEA1HT,2017.03,
BDCQ.SEA1HT,2017.06,
BDCQ.SEA1HT,2017.09,
BDCQ.SEA1HT,2017.12,
BDCQ.SEA1HT,2018.03,
BDCQ.SEA1HT,2018.06,
BDCQ.SEA1HT,2018.09,
BDCQ.SEA1HT,2018.12,
BDCQ.SEA1HT,2019.03,
BDCQ.SEA1HT,2019.06,
BDCQ.SEA1HT,2019.09,
BDCQ.SEA1HT,2019.12,
BDCQ.SEA1HT,2020.03,
BDCQ.SEA1HT,2020.06,
BDCQ.SEA1HT,2020.09,
BDCQ.SEA1HT,2020.12,
BDCQ.SEA1HT,2021.03,
BDCQ.SEA1HT,2021.06,
BDCQ.SEA1IA,2011.06,75245
BDCQ.SEA1IA,2011.09,75920
BDCQ.SEA1IA,2011.12,77045
BDCQ.SEA1IA,2012.03,76430
BDCQ.SEA1IA,2012.06,76950
BDCQ.SEA1IA,2012.09,76194
BDCQ.SEA1IA,2012.12,77327
BDCQ.SEA1IA,2013.03,76687
BDCQ.SEA1IA,2013.06,78158
BDCQ.SEA1IA,2013.09,78229
BDCQ.SEA1IA,2013.12,79389
BDCQ.SEA1IA,2014.03,79737
BDCQ.SEA1IA,2014.06,80385
BDCQ.SEA1IA,2014.09,80773
BDCQ.SEA1IA,2014.12,81723
BDCQ.SEA1IA,2015.03,81326
BDCQ.SEA1IA,2015.06,82116
BDCQ.SEA1IA,2015.09,81791
BDCQ.SEA1IA,2015.12,83268
BDCQ.SEA1IA,2016.03,83028
BDCQ.SEA1IA,2016.06,83690
BDCQ.SEA1IA,2016.09,83850
BDCQ.SEA1IA,2016.12,85305
BDCQ.SEA1IA,2017.03,84997
BDCQ.SEA1IA,2017.06,86158
BDCQ.SEA1IA,2017.09,85658
BDCQ.SEA1IA,2017.12,87824
BDCQ.SEA1IA,2018.03,87091
BDCQ.SEA1IA,2018.06,86960
BDCQ.SEA1IA,2018.09,86621
BDCQ.SEA1IA,2018.12,89405
BDCQ.SEA1IA,2019.03,90235
BDCQ.SEA1IA,2019.06,91895
BDCQ.SEA1IA,2019.09,89864
BDCQ.SEA1IA,2019.12,92162
BDCQ.SEA1IA,2020.03,91424
BDCQ.SEA1IA,2020.06,88863
BDCQ.SEA1IA,2020.09,84327
BDCQ.SEA1IA,2020.12,84350
BDCQ.SEA1IA,2021.03,83863
BDCQ.SEA1IA,2021.06,84896
BDCQ.SEA1IS,2011.06,75079
BDCQ.SEA1IS,2011.09,76192
BDCQ.SEA1IS,2011.12,76652
BDCQ.SEA1IS,2012.03,76713
BDCQ.SEA1IS,2012.06,76788
BDCQ.SEA1IS,2012.09,76473
BDCQ.SEA1IS,2012.12,76927
BDCQ.SEA1IS,2013.03,76957
BDCQ.SEA1IS,2013.06,78003
BDCQ.SEA1IS,2013.09,78538
BDCQ.SEA1IS,2013.12,78964
BDCQ.SEA1IS,2014.03,79994
BDCQ.SEA1IS,2014.06,80224
BDCQ.SEA1IS,2014.09,81150
BDCQ.SEA1IS,2014.12,81264
BDCQ.SEA1IS,2015.03,81528
BDCQ.SEA1IS,2015.06,81968
BDCQ.SEA1IS,2015.09,82253
BDCQ.SEA1IS,2015.12,82768
BDCQ.SEA1IS,2016.03,83186
BDCQ.SEA1IS,2016.06,83509
BDCQ.SEA1IS,2016.09,84444
BDCQ.SEA1IS,2016.12,84770
BDCQ.SEA1IS,2017.03,85094
BDCQ.SEA1IS,2017.06,85920
BDCQ.SEA1IS,2017.09,86388
BDCQ.SEA1IS,2017.12,87267
BDCQ.SEA1IS,2018.03,87181
BDCQ.SEA1IS,2018.06,86593
BDCQ.SEA1IS,2018.09,87477
BDCQ.SEA1IS,2018.12,88872
BDCQ.SEA1IS,2019.03,90317
BDCQ.SEA1IS,2019.06,91385
BDCQ.SEA1IS,2019.09,90814
BDCQ.SEA1IS,2019.12,91671
BDCQ.SEA1IS,2020.03,91536
BDCQ.SEA1IS,2020.06,88236
BDCQ.SEA1IS,2020.09,85258
BDCQ.SEA1IS,2020.12,83954
BDCQ.SEA1IS,2021.03,83982
BDCQ.SEA1IS,2021.06,84219
BDCQ.SEA1IT,2011.06,
BDCQ.SEA1IT,2011.09,
BDCQ.SEA1IT,2011.12,
BDCQ.SEA1IT,2012.03,
BDCQ.SEA1IT,2012.06,
BDCQ.SEA1IT,2012.09,
BDCQ.SEA1IT,2012.12,
BDCQ.SEA1IT,2013.03,
BDCQ.SEA1IT,2013.06,
BDCQ.SEA1IT,2013.09,
BDCQ.SEA1IT,2013.12,
BDCQ.SEA1IT,2014.03,
BDCQ.SEA1IT,2014.06,
BDCQ.SEA1IT,2014.09,
BDCQ.SEA1IT,2014.12,
BDCQ.SEA1IT,2015.03,
BDCQ.SEA1IT,2015.06,
BDCQ.SEA1IT,2015.09,
BDCQ.SEA1IT,2015.12,
BDCQ.SEA1IT,2016.03,
BDCQ.SEA1IT,2016.06,
BDCQ.SEA1IT,2016.09,
BDCQ.SEA1IT,2016.12,
BDCQ.SEA1IT,2017.03,
BDCQ.SEA1IT,2017.06,
BDCQ.SEA1IT,2017.09,
BDCQ.SEA1IT,2017.12,
BDCQ.SEA1IT,2018.03,
BDCQ.SEA1IT,2018.06,
BDCQ.SEA1IT,2018.09,
BDCQ.SEA1IT,2018.12,
BDCQ.SEA1IT,2019.03,
BDCQ.SEA1IT,2019.06,
BDCQ.SEA1IT,2019.09,
BDCQ.SEA1IT,2019.12,
BDCQ.SEA1IT,2020.03,
BDCQ.SEA1IT,2020.06,
BDCQ.SEA1IT,2020.09,
BDCQ.SEA1IT,2020.12,
BDCQ.SEA1IT,2021.03,
BDCQ.SEA1IT,2021.06,
BDCQ.SEA1JA,2011.06,35085
BDCQ.SEA1JA,2011.09,36904
BDCQ.SEA1JA,2011.12,35836
BDCQ.SEA1JA,2012.03,35700
BDCQ.SEA1JA,2012.06,36905
BDCQ.SEA1JA,2012.09,36974
BDCQ.SEA1JA,2012.12,35848
BDCQ.SEA1JA,2013.03,36177
BDCQ.SEA1JA,2013.06,36375
BDCQ.SEA1JA,2013.09,36549
BDCQ.SEA1JA,2013.12,36290
BDCQ.SEA1JA,2014.03,36407
BDCQ.SEA1JA,2014.06,35957
BDCQ.SEA1JA,2014.09,35705
BDCQ.SEA1JA,2014.12,35506
BDCQ.SEA1JA,2015.03,34795
BDCQ.SEA1JA,2015.06,34879
BDCQ.SEA1JA,2015.09,34671
BDCQ.SEA1JA,2015.12,35041
BDCQ.SEA1JA,2016.03,34989
BDCQ.SEA1JA,2016.06,35235
BDCQ.SEA1JA,2016.09,35058
BDCQ.SEA1JA,2016.12,35295
BDCQ.SEA1JA,2017.03,35297
BDCQ.SEA1JA,2017.06,36000
BDCQ.SEA1JA,2017.09,36076
BDCQ.SEA1JA,2017.12,35363
BDCQ.SEA1JA,2018.03,34942
BDCQ.SEA1JA,2018.06,34641
BDCQ.SEA1JA,2018.09,34597
BDCQ.SEA1JA,2018.12,32761
BDCQ.SEA1JA,2019.03,32265
BDCQ.SEA1JA,2019.06,32293
BDCQ.SEA1JA,2019.09,31840
BDCQ.SEA1JA,2019.12,31573
BDCQ.SEA1JA,2020.03,31206
BDCQ.SEA1JA,2020.06,30086
BDCQ.SEA1JA,2020.09,29057
BDCQ.SEA1JA,2020.12,29536
BDCQ.SEA1JA,2021.03,30036
BDCQ.SEA1JA,2021.06,30403
BDCQ.SEA1JS,2011.06,35085
BDCQ.SEA1JS,2011.09,36904
BDCQ.SEA1JS,2011.12,35836
BDCQ.SEA1JS,2012.03,35700
BDCQ.SEA1JS,2012.06,36905
BDCQ.SEA1JS,2012.09,36974
BDCQ.SEA1JS,2012.12,35848
BDCQ.SEA1JS,2013.03,36177
BDCQ.SEA1JS,2013.06,36375
BDCQ.SEA1JS,2013.09,36549
BDCQ.SEA1JS,2013.12,36290
BDCQ.SEA1JS,2014.03,36407
BDCQ.SEA1JS,2014.06,35957
BDCQ.SEA1JS,2014.09,35705
BDCQ.SEA1JS,2014.12,35506
BDCQ.SEA1JS,2015.03,34795
BDCQ.SEA1JS,2015.06,34879
BDCQ.SEA1JS,2015.09,34671
BDCQ.SEA1JS,2015.12,35041
BDCQ.SEA1JS,2016.03,34989
BDCQ.SEA1JS,2016.06,35235
BDCQ.SEA1JS,2016.09,35058
BDCQ.SEA1JS,2016.12,35295
BDCQ.SEA1JS,2017.03,35297
BDCQ.SEA1JS,2017.06,36000
BDCQ.SEA1JS,2017.09,36076
BDCQ.SEA1JS,2017.12,35363
BDCQ.SEA1JS,2018.03,34942
BDCQ.SEA1JS,2018.06,34641
BDCQ.SEA1JS,2018.09,34597
BDCQ.SEA1JS,2018.12,32761
BDCQ.SEA1JS,2019.03,32265
BDCQ.SEA1JS,2019.06,32293
BDCQ.SEA1JS,2019.09,31840
BDCQ.SEA1JS,2019.12,31573
BDCQ.SEA1JS,2020.03,31206
BDCQ.SEA1JS,2020.06,30086
BDCQ.SEA1JS,2020.09,29057
BDCQ.SEA1JS,2020.12,29536
BDCQ.SEA1JS,2021.03,30036
BDCQ.SEA1JS,2021.06,30403
BDCQ.SEA1JT,2011.06,
BDCQ.SEA1JT,2011.09,
BDCQ.SEA1JT,2011.12,
BDCQ.SEA1JT,2012.03,
BDCQ.SEA1JT,2012.06,
BDCQ.SEA1JT,2012.09,
BDCQ.SEA1JT,2012.12,
BDCQ.SEA1JT,2013.03,
BDCQ.SEA1JT,2013.06,
BDCQ.SEA1JT,2013.09,
BDCQ.SEA1JT,2013.12,
BDCQ.SEA1JT,2014.03,
BDCQ.SEA1JT,2014.06,
BDCQ.SEA1JT,2014.09,
BDCQ.SEA1JT,2014.12,
BDCQ.SEA1JT,2015.03,
BDCQ.SEA1JT,2015.06,
BDCQ.SEA1JT,2015.09,
BDCQ.SEA1JT,2015.12,
BDCQ.SEA1JT,2016.03,
BDCQ.SEA1JT,2016.06,
BDCQ.SEA1JT,2016.09,
BDCQ.SEA1JT,2016.12,
BDCQ.SEA1JT,2017.03,
BDCQ.SEA1JT,2017.06,
BDCQ.SEA1JT,2017.09,
BDCQ.SEA1JT,2017.12,
BDCQ.SEA1JT,2018.03,
BDCQ.SEA1JT,2018.06,
BDCQ.SEA1JT,2018.09,
BDCQ.SEA1JT,2018.12,
BDCQ.SEA1JT,2019.03,
BDCQ.SEA1JT,2019.06,
BDCQ.SEA1JT,2019.09,
BDCQ.SEA1JT,2019.12,
BDCQ.SEA1JT,2020.03,
BDCQ.SEA1JT,2020.06,
BDCQ.SEA1JT,2020.09,
BDCQ.SEA1JT,2020.12,
BDCQ.SEA1JT,2021.03,
BDCQ.SEA1JT,2021.06,
BDCQ.SEA1KA,2011.06,54474
BDCQ.SEA1KA,2011.09,55328
BDCQ.SEA1KA,2011.12,55558
BDCQ.SEA1KA,2012.03,55426
BDCQ.SEA1KA,2012.06,55659
BDCQ.SEA1KA,2012.09,55970
BDCQ.SEA1KA,2012.12,56287
BDCQ.SEA1KA,2013.03,56108
BDCQ.SEA1KA,2013.06,56178
BDCQ.SEA1KA,2013.09,55996
BDCQ.SEA1KA,2013.12,56622
BDCQ.SEA1KA,2014.03,56239
BDCQ.SEA1KA,2014.06,56788
BDCQ.SEA1KA,2014.09,57912
BDCQ.SEA1KA,2014.12,58061
BDCQ.SEA1KA,2015.03,58796
BDCQ.SEA1KA,2015.06,59270
BDCQ.SEA1KA,2015.09,59590
BDCQ.SEA1KA,2015.12,60207
BDCQ.SEA1KA,2016.03,59934
BDCQ.SEA1KA,2016.06,60359
BDCQ.SEA1KA,2016.09,59582
BDCQ.SEA1KA,2016.12,58984
BDCQ.SEA1KA,2017.03,60879
BDCQ.SEA1KA,2017.06,61414
BDCQ.SEA1KA,2017.09,61746
BDCQ.SEA1KA,2017.12,60329
BDCQ.SEA1KA,2018.03,60262
BDCQ.SEA1KA,2018.06,60530
BDCQ.SEA1KA,2018.09,59986
BDCQ.SEA1KA,2018.12,60163
BDCQ.SEA1KA,2019.03,61235
BDCQ.SEA1KA,2019.06,60928
BDCQ.SEA1KA,2019.09,60800
BDCQ.SEA1KA,2019.12,59652
BDCQ.SEA1KA,2020.03,59916
BDCQ.SEA1KA,2020.06,61015
BDCQ.SEA1KA,2020.09,60511
BDCQ.SEA1KA,2020.12,61713
BDCQ.SEA1KA,2021.03,62606
BDCQ.SEA1KA,2021.06,62328
BDCQ.SEA1KS,2011.06,54474
BDCQ.SEA1KS,2011.09,55328
BDCQ.SEA1KS,2011.12,55558
BDCQ.SEA1KS,2012.03,55426
BDCQ.SEA1KS,2012.06,55659
BDCQ.SEA1KS,2012.09,55970
BDCQ.SEA1KS,2012.12,56287
BDCQ.SEA1KS,2013.03,56108
BDCQ.SEA1KS,2013.06,56178
BDCQ.SEA1KS,2013.09,55996
BDCQ.SEA1KS,2013.12,56622
BDCQ.SEA1KS,2014.03,56239
BDCQ.SEA1KS,2014.06,56788
BDCQ.SEA1KS,2014.09,57912
BDCQ.SEA1KS,2014.12,58061
BDCQ.SEA1KS,2015.03,58796
BDCQ.SEA1KS,2015.06,59270
BDCQ.SEA1KS,2015.09,59590
BDCQ.SEA1KS,2015.12,60207
BDCQ.SEA1KS,2016.03,59934
BDCQ.SEA1KS,2016.06,60359
BDCQ.SEA1KS,2016.09,59582
BDCQ.SEA1KS,2016.12,58984
BDCQ.SEA1KS,2017.03,60879
BDCQ.SEA1KS,2017.06,61414
BDCQ.SEA1KS,2017.09,61746
BDCQ.SEA1KS,2017.12,60329
BDCQ.SEA1KS,2018.03,60262
BDCQ.SEA1KS,2018.06,60530
BDCQ.SEA1KS,2018.09,59986
BDCQ.SEA1KS,2018.12,60163
BDCQ.SEA1KS,2019.03,61235
BDCQ.SEA1KS,2019.06,60928
BDCQ.SEA1KS,2019.09,60800
BDCQ.SEA1KS,2019.12,59652
BDCQ.SEA1KS,2020.03,59916
BDCQ.SEA1KS,2020.06,61015
BDCQ.SEA1KS,2020.09,60511
BDCQ.SEA1KS,2020.12,61713
BDCQ.SEA1KS,2021.03,62606
BDCQ.SEA1KS,2021.06,62328
BDCQ.SEA1KT,2011.06,
BDCQ.SEA1KT,2011.09,
BDCQ.SEA1KT,2011.12,
BDCQ.SEA1KT,2012.03,
BDCQ.SEA1KT,2012.06,
BDCQ.SEA1KT,2012.09,
BDCQ.SEA1KT,2012.12,
BDCQ.SEA1KT,2013.03,
BDCQ.SEA1KT,2013.06,
BDCQ.SEA1KT,2013.09,
BDCQ.SEA1KT,2013.12,
BDCQ.SEA1KT,2014.03,
BDCQ.SEA1KT,2014.06,
BDCQ.SEA1KT,2014.09,
BDCQ.SEA1KT,2014.12,
BDCQ.SEA1KT,2015.03,
BDCQ.SEA1KT,2015.06,
BDCQ.SEA1KT,2015.09,
BDCQ.SEA1KT,2015.12,
BDCQ.SEA1KT,2016.03,
BDCQ.SEA1KT,2016.06,
BDCQ.SEA1KT,2016.09,
BDCQ.SEA1KT,2016.12,
BDCQ.SEA1KT,2017.03,
BDCQ.SEA1KT,2017.06,
BDCQ.SEA1KT,2017.09,
BDCQ.SEA1KT,2017.12,
BDCQ.SEA1KT,2018.03,
BDCQ.SEA1KT,2018.06,
BDCQ.SEA1KT,2018.09,
BDCQ.SEA1KT,2018.12,
BDCQ.SEA1KT,2019.03,
BDCQ.SEA1KT,2019.06,
BDCQ.SEA1KT,2019.09,
BDCQ.SEA1KT,2019.12,
BDCQ.SEA1KT,2020.03,
BDCQ.SEA1KT,2020.06,
BDCQ.SEA1KT,2020.09,
BDCQ.SEA1KT,2020.12,
BDCQ.SEA1KT,2021.03,
BDCQ.SEA1KT,2021.06,
BDCQ.SEA1LA,2011.06,23716
BDCQ.SEA1LA,2011.09,23551
BDCQ.SEA1LA,2011.12,24172
BDCQ.SEA1LA,2012.03,24373
BDCQ.SEA1LA,2012.06,24280
BDCQ.SEA1LA,2012.09,23946
BDCQ.SEA1LA,2012.12,24645
BDCQ.SEA1LA,2013.03,24631
BDCQ.SEA1LA,2013.06,24643
BDCQ.SEA1LA,2013.09,24536
BDCQ.SEA1LA,2013.12,25263
BDCQ.SEA1LA,2014.03,25608
BDCQ.SEA1LA,2014.06,25299
BDCQ.SEA1LA,2014.09,25368
BDCQ.SEA1LA,2014.12,27418
BDCQ.SEA1LA,2015.03,27304
BDCQ.SEA1LA,2015.06,27254
BDCQ.SEA1LA,2015.09,27169
BDCQ.SEA1LA,2015.12,28332
